,ZIP Code,SAFMR 0BR,SAFMR 1BR,SAFMR 2BR,SAFMR 3BR,SAFMR 4BR,Total Population,Median Age,Percent Males,Percent Females,"Percent Race, White","Percent Race, Black","Percent Race, Native or Alaskan","Percent Race, Asian","Percent Race, Native Hawaiian or Pacific Islander","Percent Race, Two or more races","Percent Race, Hispanic or Latino",Percent speak another language at home,Percent never married,Percent married,Percent divorced,Percent widowed,Percent less than high school, Percent high school graduate,Percent some college or associates,Percent college graduate,Percent graduate degree,Median income in past year,"Percent, 100 poverty status","Percent, 100 TO 149 poverty status","Percent, 150 poverty status","Total population, born in state of residence",Percent born in state of residence,RES_RATIO,State,Total Gender,Region
372,87108,650,800,970,1380,1650,35985,39.2,51.8,48.2,48.8,6.2,6.5,2.9,0.2,20.8,49.1,33.2,43.5,27.5,21.1,7.9,15.1,26.1,25.5,17.7,15.6,27680,29.5,13.8,56.7,15352,42.66222036959845,1.0,NM,100.0,SW
13931,74831,650,680,840,1120,1310,713,49.2,60.4,39.6,81.5,0.1,12.8,1.1,0.0,4.3,0.7,1.8,18.6,60.5,17.0,3.9,10.1,51.2,29.2,6.8,2.7,27941,25.8,12.8,61.4,562,78.82187938288921,1.0,OK,100.0,SW
8577,77444,860,980,1150,1510,1960,793,28.7,45.3,54.7,78.9,0.0,0.0,0.0,0.0,21.1,48.3,9.1,38.9,37.3,8.3,15.5,21.4,61.0,14.0,3.3,0.4,23170,28.2,4.7,67.1,637,80.32786885245902,1.0,TX,100.0,SW
8435,77009,890,950,1130,1490,1920,36107,38.1,52.8,47.2,43.3,7.8,0.8,3.1,0.0,21.7,52.9,44.9,36.2,45.5,13.8,4.6,22.1,21.2,17.6,22.0,17.1,45185,11.3,10.2,78.4,21259,58.87777993186917,1.0,TX,100.0,SW
13896,73114,790,840,1040,1390,1570,18235,30.7,48.4,51.6,36.1,41.1,3.4,0.6,0.0,12.4,20.2,21.6,47.8,30.8,17.0,4.5,10.3,27.3,36.9,15.7,9.8,32231,23.5,9.2,67.3,11041,60.54839594187003,1.0,OK,100.0,SW
13851,73045,770,810,1000,1330,1480,11542,37.8,48.9,51.1,81.5,0.5,6.4,1.2,0.2,9.3,7.1,3.3,20.2,59.4,14.4,6.0,7.6,33.2,35.8,16.2,7.2,38858,11.9,6.7,81.4,7815,67.70923583434414,1.0,OK,100.0,SW
19258,74108,770,850,1070,1410,1650,7530,34.7,51.2,48.8,49.8,6.7,6.0,8.1,0.0,20.2,23.5,28.4,32.2,46.1,16.3,5.4,19.4,34.3,33.3,8.8,4.2,31864,22.7,9.4,67.8,3886,51.60690571049137,1.0,OK,100.0,SW
8652,77587,850,900,1080,1420,1840,16058,30.5,47.9,52.1,36.7,2.3,0.7,1.6,0.0,46.7,91.1,73.5,39.5,42.2,14.0,4.3,40.3,32.4,18.1,8.0,1.1,25360,23.5,10.1,66.5,9765,60.810810810810814,1.0,TX,100.0,SW
17280,78026,760,940,1060,1290,1750,6438,38.6,51.0,49.0,68.0,0.9,0.2,1.1,0.0,20.4,41.8,28.9,26.7,51.5,14.8,6.9,18.0,43.0,15.7,21.2,2.0,38655,12.7,2.7,84.6,4800,74.55731593662628,1.0,TX,100.0,SW
5470,76104,940,1060,1250,1650,2050,20694,31.8,45.0,55.0,35.1,29.5,0.6,2.4,0.0,16.9,45.1,42.2,46.1,33.6,12.4,7.8,26.3,29.2,23.1,12.6,8.8,31037,30.2,11.6,58.2,12929,62.47704648690442,1.0,TX,100.0,SW
7081,86024,1700,1810,2240,2740,3310,1059,68.5,51.4,48.6,96.7,0.0,0.3,0.0,0.0,3.0,4.1,3.5,5.1,75.5,10.8,8.7,1.9,17.2,36.0,27.1,17.7,41682,4.9,3.3,91.8,189,17.847025495750707,1.0,AZ,100.0,SW
13831,73007,650,680,840,1120,1310,2945,43.2,53.9,46.1,81.5,2.4,0.2,0.8,0.0,14.9,4.6,6.2,21.8,68.7,8.3,1.2,2.5,24.6,28.6,23.7,20.7,58056,7.4,2.2,90.4,1467,49.81324278438031,1.0,OK,100.0,SW
18143,85606,640,680,840,1200,1430,1012,49.7,55.3,44.7,83.1,0.0,0.0,4.1,0.0,12.8,13.8,7.0,28.8,48.8,12.3,10.1,5.2,34.0,41.0,10.8,9.0,29145,13.1,7.4,79.5,457,45.15810276679842,1.0,AZ,100.0,SW
13852,73045,770,810,1000,1330,1480,11542,37.8,48.9,51.1,81.5,0.5,6.4,1.2,0.2,9.3,7.1,3.3,20.2,59.4,14.4,6.0,7.6,33.2,35.8,16.2,7.2,38858,11.9,6.7,81.4,7815,67.70923583434414,1.0,OK,100.0,SW
14838,85301,1140,1250,1480,2030,2310,66970,29.8,48.1,51.9,38.1,8.9,1.6,1.6,0.0,36.7,63.4,53.6,45.6,33.1,15.7,5.6,28.9,33.0,27.1,8.1,2.9,29106,29.0,14.9,56.1,31683,47.30924294460206,1.0,AZ,100.0,SW
19319,74045,530,620,800,1050,1360,273,43.2,44.0,56.0,79.5,0.0,2.2,0.0,0.0,18.3,0.0,0.0,17.3,60.9,15.6,6.2,17.3,35.5,27.9,16.2,3.0,33750,20.9,0.0,79.1,205,75.0915750915751,1.0,OK,100.0,SW
15598,86325,1150,1400,1720,2380,2750,5195,55.3,48.4,51.6,84.3,1.4,0.0,1.6,0.0,6.4,14.0,6.7,20.7,49.4,21.0,8.9,6.3,31.3,27.7,18.4,16.2,36918,9.3,2.5,88.2,1071,20.61597690086622,1.0,AZ,100.0,SW
14741,85022,1450,1590,1880,2580,2930,52488,37.9,47.0,53.0,67.0,9.8,3.0,3.2,0.2,10.6,22.0,20.8,38.5,41.3,15.3,4.8,8.6,22.9,32.7,23.1,12.7,41959,12.9,8.0,79.1,19241,36.65790275872581,1.0,AZ,100.0,SW
8569,77423,900,950,1140,1500,1940,16689,33.3,53.5,46.5,50.3,14.5,1.2,1.6,0.3,13.0,41.0,34.9,35.5,53.2,8.7,2.6,18.3,20.7,32.6,20.6,7.8,45044,11.9,8.0,80.0,10477,62.777877643957105,1.0,TX,100.0,SW
19549,77979,710,780,970,1240,1410,16179,37.7,51.4,48.6,62.0,2.9,0.2,6.5,0.0,20.1,53.0,33.4,25.2,59.7,9.7,5.4,18.0,31.3,32.7,11.0,6.9,36439,9.7,11.8,78.4,12874,79.57228506088138,1.0,TX,100.0,SW
14819,85256,950,1040,1230,1690,1920,3768,30.1,47.8,52.2,2.4,0.0,83.4,0.0,0.0,12.2,20.4,12.8,70.8,11.3,13.0,4.9,22.3,33.8,35.3,4.9,3.8,22129,30.4,14.1,55.5,3499,92.86093418259024,1.0,AZ,100.0,SW
5366,75491,590,720,840,1130,1400,5428,43.3,50.1,49.9,87.7,2.1,0.0,1.5,0.0,7.5,6.8,4.9,29.2,50.7,12.6,7.5,9.0,29.9,35.0,20.0,6.2,39929,11.9,7.2,80.8,3828,70.5232129697863,1.0,TX,100.0,SW
1284,78606,690,830,1010,1250,1560,6977,47.6,49.2,50.8,77.9,0.8,0.6,0.0,0.0,13.0,20.9,9.1,19.6,64.5,11.2,4.7,9.1,23.6,28.4,29.9,8.9,39217,8.8,1.8,89.4,4559,65.3432707467393,1.0,TX,100.0,SW
11810,78539,720,730,920,1200,1320,38162,34.8,48.8,51.2,40.9,0.7,0.1,3.8,0.0,45.5,84.7,68.1,41.4,40.2,13.9,4.5,15.6,19.5,28.0,23.0,13.8,32853,21.0,8.7,70.3,25801,67.60913998218123,1.0,TX,100.0,SW
17266,78263,910,1050,1270,1620,1970,4514,41.6,46.0,54.0,55.1,12.6,0.4,0.0,0.6,24.1,44.8,29.0,25.7,49.6,17.6,7.2,13.5,34.6,23.2,21.1,7.6,37391,15.1,3.1,81.8,3085,68.34293309703145,1.0,TX,100.0,SW
14861,85338,1600,1750,2070,2840,3230,64448,37.9,50.2,49.8,59.6,5.9,1.4,2.9,0.2,18.7,38.6,24.0,26.7,59.1,10.1,4.1,6.9,21.5,39.4,21.3,10.9,46257,6.1,7.8,86.0,23100,35.842850049652434,1.0,AZ,100.0,SW
17713,87508,1200,1370,1570,2010,2230,18745,54.1,50.9,49.1,72.7,1.0,1.2,1.3,0.2,17.7,39.0,19.9,24.4,55.9,15.3,4.4,9.5,15.9,24.4,24.1,26.0,51149,8.7,4.8,86.5,7358,39.25313416911177,1.0,NM,100.0,SW
17227,78223,790,910,1100,1400,1710,57298,34.7,48.6,51.4,47.3,5.3,1.1,1.7,0.0,27.6,76.4,37.2,38.9,39.0,15.7,6.4,22.0,36.5,29.9,8.2,3.5,29156,23.7,13.4,62.8,45650,79.6711927117875,1.0,TX,100.0,SW
5231,75056,1500,1580,1860,2340,3060,67978,36.8,49.5,50.5,55.0,10.1,0.7,16.9,0.0,12.8,18.0,26.8,30.7,55.7,11.0,2.5,4.7,14.6,27.1,35.2,18.4,60224,7.0,2.3,90.7,32253,47.446232604666214,1.0,TX,100.0,SW
14766,85085,1570,1710,2030,2780,3170,30132,37.4,48.3,51.7,72.0,3.4,0.1,12.3,0.1,10.1,11.7,19.7,26.9,60.4,10.1,2.6,3.2,14.8,31.4,29.3,21.2,62885,4.3,1.7,93.9,9745,32.341032789061465,1.0,AZ,100.0,SW
19387,75705,910,920,1130,1460,1760,1471,41.8,59.7,40.3,64.3,31.1,0.0,0.0,0.0,4.6,7.1,0.7,29.8,61.6,3.0,5.7,5.4,26.4,63.1,2.0,3.1,36094,4.2,3.5,92.3,1253,85.18014955812373,1.0,TX,100.0,SW
2576,78535,600,670,850,1100,1240,435,53.2,54.9,45.1,61.6,1.4,0.0,0.0,0.0,32.9,73.6,68.3,31.3,26.3,29.5,12.9,23.5,51.6,12.3,8.3,4.3,17292,23.9,13.3,62.8,327,75.17241379310344,1.0,TX,100.0,SW
13918,73150,820,870,1080,1440,1630,5701,48.3,49.3,50.7,76.3,2.7,2.4,1.1,0.1,15.3,8.2,7.1,18.0,65.6,12.4,4.1,5.3,30.6,29.0,24.5,10.5,50123,8.8,4.9,86.3,3160,55.42887212769689,1.0,OK,100.0,SW
10435,78040,730,740,920,1180,1280,36115,29.3,48.1,51.9,32.4,0.3,0.2,0.0,0.0,56.2,97.0,93.1,42.3,37.4,12.6,7.7,47.8,21.5,21.9,6.3,2.5,20166,33.8,15.8,50.4,22759,63.018136508376024,1.0,TX,100.0,SW
5425,76010,1010,1130,1330,1760,2180,55610,28.4,49.9,50.1,24.1,16.9,0.1,6.1,0.7,35.1,59.9,62.8,44.2,39.5,12.4,3.8,35.1,32.0,19.8,9.4,3.8,29323,24.3,16.7,59.0,25585,46.00791224599893,1.0,TX,100.0,SW
5212,75034,1640,1730,2040,2570,3350,51059,36.1,48.2,51.8,57.7,9.9,0.3,18.1,0.1,11.6,15.4,27.5,32.4,52.3,11.7,3.5,3.3,10.5,22.9,36.9,26.4,63915,4.9,3.5,91.7,17624,34.51693139309426,1.0,TX,100.0,SW
19553,78107,710,780,970,1240,1410,294,45.0,53.1,46.9,88.1,0.0,0.0,0.0,0.0,11.9,58.2,40.9,18.5,41.9,8.1,31.5,0.0,26.1,50.2,23.7,0.0,33977,15.3,0.0,84.7,260,88.43537414965986,1.0,TX,100.0,SW
6752,73701,620,640,840,1090,1130,25313,34.2,51.4,48.6,63.0,1.8,3.5,0.5,9.9,10.8,22.5,20.7,36.4,43.6,14.3,5.8,20.3,40.3,26.8,9.7,2.9,29504,18.7,14.9,66.3,14256,56.318887528147584,1.0,OK,100.0,SW
14793,85201,1200,1310,1550,2130,2420,52484,32.1,50.4,49.6,55.9,5.4,4.4,2.2,0.4,21.3,39.8,30.2,46.6,33.6,15.1,4.6,13.4,26.4,33.7,16.8,9.7,37179,15.5,10.9,73.7,24200,46.10929045042298,1.0,AZ,100.0,SW
17155,78002,760,870,1060,1350,1640,7482,31.7,49.4,50.6,45.4,0.5,0.0,0.8,0.0,32.9,77.2,50.5,38.1,45.5,10.0,6.4,24.3,29.1,34.6,7.6,4.4,39632,16.0,8.9,75.1,4862,64.98262496658647,1.0,TX,100.0,SW
19220,74036,650,710,900,1190,1390,7456,36.2,47.9,52.1,78.3,1.0,7.7,1.2,0.0,11.5,3.3,10.6,23.4,60.6,11.4,4.6,13.9,35.7,31.0,11.8,7.6,36836,8.7,7.5,83.7,5447,73.0552575107296,1.0,OK,100.0,SW
5097,78390,820,890,1090,1420,1660,5620,37.1,50.2,49.8,41.4,0.8,0.3,0.0,0.0,51.6,78.1,39.4,30.6,50.2,11.7,7.5,23.8,37.6,25.9,10.1,2.7,30132,14.6,15.3,70.1,4954,88.14946619217082,1.0,TX,100.0,SW
10235,86431,670,780,990,1380,1540,167,76.4,76.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,35.9,56.9,0.0,15.6,46.1,31.1,0.0,7.2,31458,6.0,0.0,94.0,12,7.18562874251497,1.0,AZ,100.0,SW
8457,77031,850,900,1080,1420,1840,15740,38.5,50.6,49.4,29.5,20.2,0.4,6.7,0.2,24.8,56.8,58.0,43.2,40.6,10.5,5.6,32.5,20.2,24.5,11.2,11.6,29652,23.6,14.6,61.8,7341,46.639135959339264,1.0,TX,100.0,SW
14787,85172,1100,1200,1420,1950,2220,1342,44.0,57.7,42.3,36.9,4.7,3.7,0.0,0.0,17.8,53.4,36.7,45.2,36.5,13.6,4.7,17.6,35.6,25.7,16.3,4.8,30218,11.3,24.2,64.5,866,64.53055141579732,1.0,AZ,100.0,SW
13899,73117,660,700,870,1160,1320,5873,34.5,49.5,50.5,18.0,65.0,0.8,2.0,0.5,12.9,12.4,13.3,47.7,17.5,26.9,8.0,19.8,33.8,28.0,13.0,5.5,16697,46.7,19.7,33.5,3587,61.076111016516265,1.0,OK,100.0,SW
1830,77640,820,880,1060,1390,1450,17480,37.7,49.7,50.3,28.7,54.0,0.7,2.4,0.0,8.2,21.0,20.8,38.6,36.0,16.0,9.5,16.4,38.1,33.1,8.0,4.3,29533,23.7,10.5,65.8,11881,67.96910755148741,1.0,TX,100.0,SW
1828,77630,770,830,1000,1310,1370,29744,36.2,47.8,52.2,67.3,21.3,0.1,0.5,0.0,8.9,10.8,9.4,30.1,46.5,15.7,7.8,10.4,37.6,35.9,12.2,3.9,31794,16.6,12.1,71.3,21329,71.7085798816568,1.0,TX,100.0,SW
19200,85755,1180,1340,1760,2500,2930,18231,60.6,48.3,51.7,81.5,1.2,0.5,5.0,0.3,9.6,11.8,13.5,12.6,70.1,9.7,7.6,1.8,11.8,25.2,34.7,26.5,53179,4.2,2.6,93.2,3502,19.2090395480226,1.0,AZ,100.0,SW
5436,76021,1210,1360,1600,2120,2620,35437,38.1,49.8,50.2,68.0,11.2,0.2,4.8,0.6,12.9,16.4,17.7,30.5,49.8,14.2,5.5,5.7,16.6,32.4,30.8,14.5,46480,8.0,6.0,86.0,18327,51.71713181138359,1.0,TX,100.0,SW
19719,76624,660,730,920,1210,1250,2679,39.6,55.7,44.3,74.8,3.7,0.2,0.0,0.0,20.8,9.9,2.5,29.3,49.9,11.3,9.5,16.5,31.7,39.0,10.7,2.2,42165,6.1,9.4,84.5,2135,79.69391564016424,1.0,TX,100.0,SW
8585,77461,950,1000,1200,1580,2040,12397,36.5,50.1,49.9,60.5,1.6,1.3,0.6,0.2,18.3,44.6,31.1,25.5,58.2,11.5,4.9,17.8,32.3,23.6,19.9,6.3,39714,16.4,3.7,79.8,9372,75.59893522626442,1.0,TX,100.0,SW
20847,85347,660,670,880,1240,1500,566,33.6,59.7,40.3,26.9,0.0,0.0,0.0,0.0,67.3,77.2,48.1,37.9,55.2,6.9,0.0,17.5,26.2,36.9,18.9,0.6,44113,31.1,12.9,56.0,297,52.473498233215544,1.0,AZ,100.0,SW
17182,78073,700,820,980,1230,1530,9510,34.5,51.4,48.6,46.0,0.9,0.5,0.5,0.0,33.4,81.0,49.4,35.6,46.6,13.3,4.6,27.2,34.8,26.4,9.4,2.1,28739,16.2,17.9,65.9,6983,73.4279705573081,1.0,TX,100.0,SW
8498,77073,990,1060,1260,1660,2150,43684,31.4,53.8,46.2,31.1,28.2,1.8,1.5,0.5,23.6,58.9,56.2,40.5,45.1,10.7,3.7,21.3,33.1,31.6,9.9,4.2,35301,13.2,10.9,75.9,22029,50.42807435216555,1.0,TX,100.0,SW
7076,86018,1240,1260,1600,2020,2430,1022,46.5,45.1,54.9,88.6,0.0,0.0,0.0,0.0,5.9,1.8,2.3,15.9,64.7,11.9,7.4,3.0,21.6,34.4,23.4,17.6,48556,5.8,6.4,87.9,304,29.74559686888454,1.0,AZ,100.0,SW
5224,75050,1190,1270,1500,1910,2460,44402,31.6,50.0,50.0,38.4,18.7,1.4,1.7,0.0,15.9,57.1,50.8,37.4,46.8,13.3,2.5,21.2,29.4,26.7,15.4,7.3,36223,15.8,10.3,73.9,24770,55.78577541552182,1.0,TX,100.0,SW
17179,78070,1110,1280,1550,1970,2400,19836,47.2,50.7,49.3,78.7,2.7,0.2,0.7,0.0,12.1,22.1,11.2,21.1,67.1,8.5,3.3,4.6,20.8,33.9,27.7,13.1,45154,7.2,5.7,87.0,10714,54.01290582778786,1.0,TX,100.0,SW
17277,78008,720,890,1010,1230,1660,378,26.2,46.3,53.7,36.0,0.0,0.0,7.1,0.0,56.9,90.7,42.9,53.6,35.6,10.8,0.0,26.0,60.0,12.0,2.0,0.0,34148,68.9,0.0,31.1,247,65.34391534391534,1.0,TX,100.0,SW
6735,79932,700,860,1020,1420,1740,29524,35.8,50.1,49.9,43.4,0.4,0.9,0.6,0.0,30.9,78.6,64.9,35.8,49.2,10.0,4.9,12.0,17.4,27.9,26.4,16.3,42889,11.6,7.9,80.4,17501,59.27719821162444,1.0,TX,100.0,SW
5095,78387,740,820,1010,1330,1550,9604,35.4,52.5,47.5,55.8,1.7,0.6,0.2,0.0,33.2,71.4,38.2,39.1,45.4,12.3,3.2,19.5,39.2,30.0,6.0,5.3,26493,23.4,10.9,65.7,8500,88.50478967097042,1.0,TX,100.0,SW
10245,86442,690,800,1020,1420,1590,34327,52.2,51.1,48.9,76.2,2.5,0.9,1.8,0.0,11.7,22.4,13.2,26.5,43.2,19.4,10.9,14.8,36.4,34.9,8.7,5.2,25055,22.0,12.7,65.3,5936,17.292510268884552,1.0,AZ,100.0,SW
17259,78255,1260,1450,1760,2240,2730,18107,40.6,50.5,49.5,62.4,3.4,0.0,10.7,0.0,17.0,36.8,30.3,27.5,62.7,6.5,3.4,4.5,8.5,26.1,33.4,27.4,67345,4.5,1.5,94.1,9908,54.71916938200696,1.0,TX,100.0,SW
13930,74059,700,710,840,1130,1310,5854,32.7,50.3,49.7,86.8,0.2,3.5,0.5,0.0,5.8,6.6,6.4,23.1,56.0,13.7,7.3,10.2,28.8,33.1,15.7,12.1,33922,19.5,11.0,69.5,3472,59.309873590707205,1.0,OK,100.0,SW
8472,77046,1540,1640,1960,2580,3340,1873,38.0,41.0,59.0,48.5,18.5,0.0,4.2,0.0,24.7,28.9,23.4,34.2,30.7,20.8,14.3,0.0,11.0,18.1,41.8,29.0,80609,11.2,3.7,85.1,600,32.03416978109984,1.0,TX,100.0,SW
13882,73095,650,680,840,1120,1310,2003,37.2,52.9,47.1,71.6,1.6,15.4,0.0,0.0,9.0,9.6,5.7,28.2,53.7,14.5,3.6,12.1,37.2,26.5,15.7,8.5,37221,12.6,12.6,74.9,1490,74.38841737393909,1.0,OK,100.0,SW
5412,76266,1280,1350,1590,2000,2610,18246,40.7,51.4,48.6,79.0,4.8,0.5,1.3,0.0,9.8,18.3,14.3,24.6,56.6,12.6,6.3,11.2,29.9,32.5,16.7,9.7,45770,6.5,1.9,91.5,11410,62.53425408308671,1.0,TX,100.0,SW
10873,75601,690,750,900,1230,1370,15653,38.3,50.6,49.4,57.8,21.2,0.1,3.3,0.0,13.1,21.0,19.2,33.9,44.2,16.5,5.4,12.0,28.1,33.9,17.7,8.3,30915,15.5,11.2,73.2,9916,63.34887880917396,1.0,TX,100.0,SW
19723,76640,680,750,950,1250,1290,2958,36.4,57.8,42.2,83.5,0.0,0.0,0.1,0.0,14.9,15.9,11.6,24.6,48.4,15.2,11.7,5.0,42.2,35.9,12.5,4.5,34793,18.5,15.1,66.4,2266,76.60581473968898,1.0,TX,100.0,SW
5496,76140,1140,1280,1510,2000,2470,31693,32.1,47.5,52.5,27.8,35.4,0.5,3.0,0.2,14.3,39.0,36.2,37.9,44.5,13.4,4.2,20.8,28.9,32.0,12.7,5.6,35317,10.9,13.6,75.5,19035,60.0605812008961,1.0,TX,100.0,SW
1275,76574,990,1120,1310,1690,1980,19746,41.8,48.5,51.5,66.0,5.4,1.0,0.4,0.0,22.4,42.4,25.9,25.7,53.0,14.8,6.5,14.3,36.2,29.1,13.8,6.6,39018,8.8,12.7,78.5,13718,69.47229818697458,1.0,TX,100.0,SW
13959,74869,680,690,800,1080,1080,538,47.2,50.9,49.1,83.5,2.2,2.0,0.2,0.0,12.1,8.7,1.9,17.1,57.9,13.1,12.0,14.4,35.1,34.2,14.2,2.0,35605,5.9,5.9,88.1,324,60.223048327137555,1.0,OK,100.0,SW
10238,86434,660,810,1000,1390,1560,1476,22.6,50.9,49.1,10.5,0.0,79.4,0.7,0.0,2.4,15.9,24.8,54.1,27.5,14.1,4.4,19.4,35.3,30.7,11.4,3.2,22500,47.8,9.4,42.8,1199,81.23306233062331,1.0,AZ,100.0,SW
5503,76244,1650,1850,2180,2880,3570,75149,34.9,49.8,50.2,65.6,9.7,0.0,8.8,0.0,10.4,16.9,20.2,26.3,58.9,11.1,3.7,4.2,20.9,29.5,30.3,15.1,56600,5.3,3.3,91.4,34513,45.92609349425808,1.0,TX,100.0,SW
18090,76240,730,900,1050,1420,1750,29271,39.2,48.9,51.1,75.1,4.8,0.7,0.9,0.0,13.9,24.0,17.2,28.3,53.8,10.7,7.1,12.6,29.4,33.8,15.4,8.7,37595,16.9,7.9,75.3,19393,66.25328823750469,1.0,TX,100.0,SW
19249,74081,590,670,850,1130,1440,2008,41.2,54.0,46.0,87.3,0.0,6.2,0.0,0.0,6.5,0.6,1.2,20.6,60.9,11.6,6.9,13.0,48.4,23.7,9.6,5.3,29509,11.7,10.6,77.7,1395,69.47211155378487,1.0,OK,100.0,SW
1292,78617,1300,1440,1690,2170,2510,28932,36.4,53.3,46.7,33.4,6.2,0.8,1.3,0.0,33.3,74.8,58.7,41.0,44.5,11.2,3.2,32.3,31.8,19.2,11.8,4.9,35491,12.9,11.8,75.3,17404,60.15484584543066,1.0,TX,100.0,SW
19191,85741,950,1080,1420,2020,2360,33332,37.6,48.8,51.2,62.7,2.7,2.0,5.1,0.0,20.8,30.5,18.8,34.0,45.2,14.3,6.4,8.2,21.6,40.4,19.7,10.0,39155,8.9,5.5,85.7,13440,40.321612864514584,1.0,AZ,100.0,SW
5244,75071,1720,1810,2140,2700,3520,69396,37.3,50.2,49.8,61.2,13.3,0.7,10.5,0.1,11.8,17.4,23.5,25.3,60.4,10.1,4.2,5.8,16.0,27.6,32.6,18.1,57195,5.2,5.5,89.2,32106,46.26491440428843,1.0,TX,100.0,SW
5106,78410,1010,1100,1340,1750,2050,29121,33.3,49.2,50.8,60.6,1.1,0.3,0.2,0.0,34.7,58.7,28.6,32.2,49.5,13.8,4.6,10.1,30.9,37.9,14.9,6.3,40774,12.7,9.3,78.0,22634,77.72397925895402,1.0,TX,100.0,SW
11519,79416,840,960,1170,1640,1920,36461,28.6,47.1,52.9,66.2,9.4,0.9,3.2,0.2,13.9,35.3,19.1,41.2,41.7,12.3,4.9,7.0,23.7,30.6,23.4,15.3,33229,21.3,9.1,69.6,25315,69.4303502372398,1.0,TX,100.0,SW
2574,78521,610,680,860,1110,1260,87860,31.5,48.5,51.5,45.7,0.0,0.4,0.2,0.0,44.8,96.6,87.9,35.5,44.9,12.4,7.1,38.4,26.1,20.7,11.1,3.8,21326,30.6,15.8,53.6,54960,62.55406328249487,1.0,TX,100.0,SW
5340,75251,1460,1530,1810,2280,2970,3529,31.6,50.8,49.2,39.3,44.5,0.4,5.1,0.0,8.7,11.7,15.0,51.1,26.4,19.7,2.8,0.8,6.8,32.5,47.1,12.9,61600,3.5,2.4,94.1,1490,42.221592519127235,1.0,TX,100.0,SW
8606,77506,860,910,1090,1440,1860,35243,29.8,51.0,49.0,45.3,1.4,1.0,0.3,0.0,35.8,88.6,69.7,36.5,48.1,10.8,4.6,43.1,33.7,18.4,3.6,1.1,27866,22.3,19.4,58.4,18293,51.90534290497404,1.0,TX,100.0,SW
594,79092,680,780,980,1190,1550,1187,40.0,50.1,49.9,83.2,0.8,0.0,0.3,0.0,13.7,26.8,14.0,16.4,67.1,12.0,4.4,14.2,23.0,44.7,13.8,4.4,42778,12.8,8.3,78.8,818,68.91322662173548,1.0,TX,100.0,SW
8474,77048,840,890,1060,1400,1810,20430,32.3,45.4,54.6,13.0,69.9,0.8,3.7,0.0,5.9,23.8,23.9,41.5,37.5,15.2,5.8,16.9,29.0,33.5,14.5,6.1,27717,27.3,7.5,65.2,13557,66.35829662261379,1.0,TX,100.0,SW
8638,77565,1170,1240,1480,1950,2520,6583,47.9,46.0,54.0,75.5,4.8,0.2,2.2,0.0,12.5,18.4,13.8,29.2,48.2,17.9,4.7,5.2,17.6,35.0,28.3,13.8,50795,9.6,5.6,84.8,3417,51.906425641804645,1.0,TX,100.0,SW
13941,73011,570,610,800,1050,1220,562,41.1,57.8,42.2,87.9,0.0,2.1,0.0,0.0,10.0,2.1,0.4,25.7,52.8,9.8,11.6,6.5,41.1,33.7,15.4,3.3,39417,15.7,10.9,73.5,480,85.40925266903915,1.0,OK,100.0,SW
1836,77659,810,870,1050,1370,1430,5847,34.9,50.9,49.1,90.2,1.8,0.2,0.9,0.0,4.5,9.2,6.7,21.8,62.9,10.4,4.9,8.0,39.2,26.1,17.7,8.9,47462,6.5,4.9,88.6,4750,81.23824183341884,1.0,TX,100.0,SW
12204,79758,1050,1050,1290,1600,2210,2568,34.5,50.6,49.4,83.1,0.0,0.7,0.0,0.0,8.8,40.3,27.3,13.9,72.7,4.0,9.5,11.4,30.8,42.4,12.8,2.6,71987,1.6,9.1,89.3,1651,64.29127725856698,1.0,TX,100.0,SW
19221,74037,970,1060,1340,1770,2060,24244,34.9,49.5,50.5,64.7,3.4,5.7,11.1,0.1,14.0,8.0,13.6,24.5,61.3,9.7,4.6,8.1,17.6,26.8,30.0,17.5,47581,6.8,5.0,88.2,13766,56.781059231149975,1.0,OK,100.0,SW
9792,76513,750,760,960,1360,1640,44855,34.2,49.3,50.7,70.3,6.3,0.3,2.6,0.7,14.5,24.1,17.3,31.4,51.1,12.6,4.8,11.5,24.1,31.2,21.3,12.0,36819,10.9,7.5,81.6,26115,58.220934121056736,1.0,TX,100.0,SW
1373,78756,1290,1420,1670,2140,2480,9844,36.1,53.5,46.5,76.4,6.3,1.1,4.8,0.0,9.4,14.3,15.8,50.3,36.4,11.1,2.3,3.0,7.3,18.4,41.0,30.3,56133,13.6,5.9,80.4,4596,46.68833807395368,1.0,TX,100.0,SW
8506,77081,950,1000,1200,1580,2040,51366,28.4,51.6,48.4,19.7,10.4,0.7,4.4,0.1,25.3,74.9,80.9,59.4,28.9,10.0,1.6,44.7,22.0,13.8,12.0,7.5,26671,33.5,19.6,46.9,18724,36.45212786668225,1.0,TX,100.0,SW
8522,77098,1540,1640,1960,2580,3340,16318,36.8,50.4,49.6,66.5,6.0,1.5,12.5,0.1,11.7,14.6,25.9,39.0,44.4,13.1,3.5,1.2,5.8,12.1,34.5,46.4,83154,9.3,2.0,88.7,7081,43.39379825959064,1.0,TX,100.0,SW
